question,q_word,q_pos,root,root_pos,root_lemma,wh_word,wh_head,wh_bigram,wh_pos,wh_head_pos,subj,subj_pos,subj_ner,label
Who succeeded Nikita Khrushchev as first secretary of the Communist Party ?,,,succeeded,VBD,succeed,who,succeed,"['who', 'succeed']",WP,VBD,Who,WP,,PERSON
Who was chosen to be the first black chairman of the military Joint Chiefs of Staff ?,,,chosen,VBN,choose,who,be,"['who', 'be']",WP,VBD,,,,PERSON
Name of the lady the Great Gatsby pines for ?,,,pines,NNS,pine,,,[],,,Name,NN,,PERSON
How many bails are there in a cricket wicket ?,,,are,VBP,be,how,many,"['how', 'many']",WRB,JJ,,,,CARDINAL
What city was Martin Luther King Jr. assassinated in ?,,,was,VBD,be,what,city,"['what', 'city']",WDT,NN,,,,GPE
"What celebrity couple , when going through a divorce , divided their toilet paper into two equal piles ?",,,divided,VBD,divide,when,go,"['when', 'go']",WRB,VBG,couple,NN,,PERSON
Where 's the Bernini-Bristol Hotel ?,,,Where,WRB,where,where,be,"['where', 'be']",WRB,VBZ,Hotel,NNP,,LOC
Who said `` What contemptible scoundrel stole the cork from my lunch ? '',,,said,VBD,say,what,contemptible,"['what', 'contemptible']",WP,JJ,Who scoundrel,NN,,PERSON
What is the capital of Kosovo ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,capital,NN,,GPE
What kind of company is 7-Eleven ?,,,is,VBZ,be,what,kind,"['what', 'kind']",WDT,NN,,,,ORG
How many letters appear with the numbers 2 to 9 on a telephone dial ?,,,appear,VBP,appear,how,many,"['how', 'many']",WRB,JJ,letters,NNS,,CARDINAL
What were the first three cities to have a population of more than a million ?,,,were,VBD,be,what,be,"['what', 'be']",WP,VBD,cities,NNS,,GPE
What are the major companies that are part of Dow Jones ?,,,are,VBP,be,that,be,"['that', 'be']",WDT,VBP,companies that,WDT,,ORG
What college did Joe Namath play football for ?,,,play,VB,play,what,college,"['what', 'college']",WDT,NN,Namath,NNP,PERSON,ORG
What was the minimum wage in 1991 ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,wage,NN,,MONEY
What country is the biggest producer of tungsten ?,,,is,VBZ,be,what,country,"['what', 'country']",WP,NN,country,NN,,GPE
When is the Jimmy Buffett concert coming to the E center in Camden NJ ?,,,is,VBZ,be,when,be,"['when', 'be']",WRB,VBZ,concert,NN,,DATE
What European country abandoned postage stamps in 1923 because printing them cost more than their face value ?,,,abandoned,VBD,abandon,what,european,"['what', 'european']",WP,JJ,country,NN,,GPE
Who was the 1st U.S. President ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,Who,WP,,PERSON
"What is the main language of Sao Paulo , Brazil ?",,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,language,NN,,LANGUAGE
How much did Varian Associates try to sell its vacuum products division to the BOC group for ?,,,try,VB,try,how,much,"['how', 'much']",WRB,JJ,much Associates,NNPS,ORG,MONEY
How many people hike ?,,,hike,VBP,hike,how,many,"['how', 'many']",WRB,JJ,people,NNS,,CARDINAL
Who played Maria in the film West Side Story ?,,,played,VBD,play,who,play,"['who', 'play']",WP,VBD,Who,WP,,PERSON
Who bestowed great power upon Captain Britain ?,,,bestowed,VBD,bestow,who,bestow,"['who', 'bestow']",WP,VBD,Who,WP,,PERSON
Which type of soda has the greatest amount of caffeine ?,,,has,VBZ,have,which,type,"['which', 'type']",WDT,NN,type,NN,,PRODUCT
What nationality is a Sicilian ?,,,is,VBZ,be,what,nationality,"['what', 'nationality']",WDT,NN,,,,NORP
What is the most common boy 's or girl 's name ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name,NN,,PERSON
"Who was the accused in The Trial of the Century , which opened Janurary 1 , 1935 ?",,,was,VBD,be,which,open,"['which', 'open']",WDT,VBD,Who which,WDT,,PERSON
What soft drink tells us to `` Go Hawaiian '' ?,,,tells,VBZ,tell,what,soft,"['what', 'soft']",WDT,JJ,drink,NN,,PRODUCT
What is the oldest building in the United States ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,building,NN,,GPE
How many people died on South Carolina highways in 1998 ?,,,died,VBD,die,how,many,"['how', 'many']",WRB,JJ,people,NNS,,CARDINAL
What is President Nixon 's birthdate ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,birthdate,NN,,DATE
What is `` the great American family cereal '' ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,cereal,NN,,PRODUCT
How many people died in the Vietnam war ?,,,died,VBD,die,how,many,"['how', 'many']",WRB,JJ,people,NNS,,CARDINAL
What year did Montana become a state ?,,,become,VB,become,what,year,"['what', 'year']",WDT,NN,Montana,NNP,GPE,DATE
When was the USSR dissolved ?,,,dissolved,VBN,dissolve,when,be,"['when', 'be']",WRB,VBD,USSR,NNP,GPE,DATE
What Japanese city was once called Edo ?,,,called,VBN,call,what,japanese,"['what', 'japanese']",WP,JJ,,,,GPE
Who did the Seven Mules block for ?,,,block,NN,block,who,do,"['who', 'do']",WP,VBD,Who Mules,NNP,,PERSON
What is the world 's largest distilling company ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,company,NN,,ORG
"What 's the name of the actress who starred in the movie , `` Silence of the Lambs '' ?",,,'s,VBZ,be,who,star,"['who', 'star']",WP,VBD,name who Silence,NN,,PERSON
Where is one 's corpus callosum found ?,,,found,VBD,find,where,be,"['where', 'be']",WRB,VBZ,callosum,NNP,,LOC
Who did Napolean defeat at Jena and Auerstadt ?,,,did,VBD,do,who,do,"['who', 'do']",WP,VBD,Who,WP,,PERSON
What household products are there for adult acne ?,,,are,VBP,be,what,household,"['what', 'household']",WDT,NN,products,NNS,,PRODUCT
What British prime minister and U.S. president were seventh cousins once-removed ?,,,were,VBD,be,what,british,"['what', 'british']",WP,JJ,minister,NN,,PERSON
What is the most expensive car in the world ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,car,NN,,PRODUCT
How many objects orbit the Earth ?,,,orbit,VBP,orbit,how,many,"['how', 'many']",WRB,JJ,objects,NNS,,CARDINAL
What was the tragedy that struck the city of Dogtown in 1899 ?,,,was,VBD,be,that,strike,"['that', 'strike']",WDT,VBD,tragedy that,WDT,,EVENT
What 's the oldest capital city in the Americas ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,city,NN,,GPE
What Leon Uris novel dealt with the Russian capture of Berlin ?,,,dealt,VBD,deal,what,Leon,"['what', 'Leon']",WP,NNP,novel,NN,,WORK_OF_ART
"What is the location of Edinburgh , Scotland ?",,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,location,NN,,LOC
How many muscles does the average adult use when going for a walk ?,,,use,NN,use,when,go,"['when', 'go']",WRB,VBG,,,,CARDINAL
How long do you have to live in a community to vote ?,,,have,VB,have,how,long,"['how', 'long']",WRB,RB,you,PRP,,DATE
What was the name of the Titanic 's captain ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,name,NN,,PERSON
Name of heroine in `` Scruples '' ?,,,Name,NN,name,,,[],,,,,,PERSON
How big is the Chappellet vineyard ?,,,is,VBZ,be,how,big,"['how', 'big']",WRB,JJ,vineyard,NN,,QUANTITY
Jackson Pollock was a native of what country ?,,,was,VBD,be,what,country,"['what', 'country']",WP,NN,Pollock,NNP,PERSON,GPE
Who wrote The Godfather ?,,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
What is the frequency of VHF ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,frequency,NN,,CARDINAL
What island was the target of the U.S. 's Operation Urgent Fury ?,,,was,VBD,be,what,island,"['what', 'island']",WP,NN,,,,LOC
What Nevil Shute novel is about the doomed survivors of a nuclear war ?,,,is,VBZ,be,what,Nevil,"['what', 'Nevil']",WP,NNP,novel,NN,,WORK_OF_ART
Which of the following TV newsmen was a Rhodes scholar ?,,,was,VBD,be,which,of,"['which', 'of']",WDT,IN,Which,WDT,,PERSON
What six-foot temperance advocate wielded her hatchet on saloons ?,,,wielded,VBD,wield,what,six,"['what', 'six']",WP,CD,advocate,NN,,PERSON
How many islands does Fiji have ?,,,have,VB,have,how,many,"['how', 'many']",WRB,JJ,Fiji,NNP,GPE,CARDINAL
Who invented volleyball ?,,,invented,VBD,invent,who,invent,"['who', 'invent']",WP,VBD,Who,WP,,PERSON
What 's the most powerful country in the world ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,country,NN,,GPE
Name a ballet company Mikhail Baryshnikov has danced for ?,,,Name,VB,name,,,[],,,,,,ORG
Who led the Normans to victory in the Battle of Hastings ?,,,led,VBD,lead,who,lead,"['who', 'lead']",WP,VBD,Who,WP,,PERSON
What percentage of the world 's plant and animal species can be found in the Amazon forests ?,,,found,VBN,find,what,percentage,"['what', 'percentage']",WDT,NN,,,,PERCENT
"What 's the name of the star of the cooking show , `` Galloping Gourmet '' ?",,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name Gourmet,NNP,,PERSON
Who invented the horoscope ?,,,invented,VBD,invent,who,invent,"['who', 'invent']",WP,VBD,Who,WP,,PERSON
What nutrients are for healthy bones and teeth ?,,,are,VBP,be,what,nutrient,"['what', 'nutrient']",WDT,NNS,nutrients,NNS,,PRODUCT
What king was forced to agree to the Magna Carta ?,,,forced,VBN,force,what,king,"['what', 'king']",WP,NN,,,,PERSON
How many electoral college votes does Colorado have ?,,,have,VB,have,how,many,"['how', 'many']",WRB,JJ,Colorado,NNP,GPE,CARDINAL
What were Babe Ruth 's Christian names ?,,,were,VBD,be,what,be,"['what', 'be']",WP,VBD,names,NNS,,PERSON
How many bottles of wine were prisoners in the Bastille allowed per day ?,,,were,VBD,be,how,many,"['how', 'many']",WRB,JJ,bottles,NNS,,CARDINAL
Where do lobsters like to live ?,,,like,VB,like,where,do,"['where', 'do']",WRB,VBP,lobsters,NNS,,LOC
"Who was the first elected mayor of Washington , D.C. ?",,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
When was the Big Thompson flood ?,,,was,VBD,be,when,be,"['when', 'be']",WRB,VBD,flood,NN,,DATE
"Who wrote the sci-fi trilogy Foundation , Foundation and Empire , and Second Foundation ?",,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
How many hours of work does it take a typist to complete a 100-page screenplay ?,,,take,VB,take,how,many,"['how', 'many']",WRB,JJ,hours it,PRP,,CARDINAL
What is Alice Cooper 's real name ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name,NN,,PERSON
What two cities usually mark the extremes of English Channel swims ?,,,mark,VBP,mark,what,two,"['what', 'two']",WP,CD,cities,NNS,,GPE
How many times does the tide ebb and flow each day ?,,,ebb,NN,ebb,how,many,"['how', 'many']",WRB,JJ,,,,CARDINAL
Who invented television ?,,,invented,VBD,invent,who,invent,"['who', 'invent']",WP,VBD,Who,WP,,PERSON
What was Jimmy Durante 's theme song ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,song,NN,,WORK_OF_ART
Name the person who burst through the screen in the Lite beer commercials .,,,Name,VB,name,who,burst,"['who', 'burst']",WP,VBD,who,WP,,PERSON
What delicacy is known indelicately as pickled roe ?,,,known,VBN,know,what,delicacy,"['what', 'delicacy']",WDT,NN,,,,PRODUCT
What after-dinner treat was invented in 1916 at the George Jung noodle factory in Los Angeles ?,,,invented,VBN,invent,what,after,"['what', 'after']",WP,IN,,,,PRODUCT
What U.S. vice-president killed Alexander Hamilton in a duel ?,,,killed,VBD,kill,what,U.S.,"['what', 'U.S.']",WP,NNP,president,NN,,PERSON
What 's the Fahrenheit equivalent of zero degrees centigrade ?,,,'s,VBZ,be,what,be,"['what', 'be']",WP,VBZ,equivalent,NN,,CARDINAL
How many muscles does an oyster have ?,,,have,VB,have,how,many,"['how', 'many']",WRB,JJ,oyster,NN,,CARDINAL
Who wrote `` Much Ado About Nothing '' ?,,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
Where can I get information concerning child custody files for the State of Utah ?,,,get,VB,get,where,can,"['where', 'can']",WRB,MD,I,PRP,,GPE
What was John F. Kennedy 's 1960 campaign song ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,song,NN,,WORK_OF_ART
What Louisiana Senator won a seat that had been held by his father and mother ?,,,won,VBD,win,that,have,"['that', 'have']",WDT,VBD,Senator,NNP,,PERSON
What hymn did John Steinbeck get his title The Grapes of Wrath from ?,,,get,VB,get,what,hymn,"['what', 'hymn']",WDT,NN,hymn Steinbeck,NNP,PERSON,WORK_OF_ART
Who won Oscars for her roles in Gone with the Wind and A Streetcar Named Desire ?,,,won,VBD,win,who,win,"['who', 'win']",WP,VBD,Who,WP,,PERSON
What writer is famous for physically putting himself into the center of his subject matter ?,,,is,VBZ,be,what,writer,"['what', 'writer']",WDT,NN,writer,NN,,PERSON
Who 's the lead singer of the Led Zeppelin band ?,,,'s,VBZ,be,who,be,"['who', 'be']",WP,VBZ,singer,NN,,PERSON
"In Dana 's `` Two Years Before the Mast , '' what seafarers lived in an abandoned oven on the beach at San Diego ?",,,lived,VBD,live,what,seafarer,"['what', 'seafarer']",WP,NNS,seafarers,NNS,,PERSON
Who plays the cop in the movie `` Kindergarten Cop '' ?,,,plays,VBZ,play,who,play,"['who', 'play']",WP,VBZ,Who,WP,,PERSON
How many characters makes up a word for typing test purposes ?,,,makes,VBZ,make,how,many,"['how', 'many']",WRB,JJ,characters,NNS,,CARDINAL
What was the 1940 annual salary for a boilermaker ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,salary,NN,,MONEY
"Who created Billy Pilgrim , a survivor of the Dresden firestorm ?",,,created,VBD,create,who,create,"['who', 'create']",WP,VBD,Who,WP,,PERSON
What country saw the origin of the Asian Flu ?,,,saw,VBD,see,what,country,"['what', 'country']",WP,NN,country,NN,,GPE
Who is the richest woman in the world ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,,,,PERSON
Where can I take a test that will tell me what I should be when I grow up ?,,,take,VB,take,when,-PRON-,"['when', '-PRON-']",WRB,PRP,I that I I,PRP,,LOC
What daily newspaper will `` help you see clearer across the USA '' ?,,,help,VB,help,what,daily,"['what', 'daily']",WP,JJ,newspaper you,PRP,,WORK_OF_ART
What lake in Scotland is said to hold one or more monsters ?,,,said,VBN,say,what,lake,"['what', 'lake']",WP,NN,,,,LOC
Who were the 1974 Oscar winners ?,,,were,VBD,be,who,be,"['who', 'be']",WP,VBD,Who,WP,,PERSON
What kind of business is 7-Eleven ?,,,is,VBZ,be,what,kind,"['what', 'kind']",WDT,NN,,,,ORG
What do river otters eat ?,,,eat,VB,eat,what,do,"['what', 'do']",WP,VBP,otters,NNS,,PRODUCT
"Who wrote the book , `` Huckleberry Finn '' ?",,,wrote,VBD,write,who,write,"['who', 'write']",WP,VBD,Who,WP,,PERSON
Who would you use the Heimlich maneuver on ?,,,use,VB,use,who,would,"['who', 'would']",WP,MD,you,PRP,,PERSON
What famed library can you reach by dialing 22-287-5 ?,,,reach,VB,reach,what,famed,"['what', 'famed']",WDT,JJ,you,PRP,,LOC
Where can I get a complete listing of showtimes in my area ?,,,get,VB,get,where,can,"['where', 'can']",WRB,MD,I,PRP,,LOC
Where 's Montenegro ?,,,'s,POS,'s,where,'s,"['where', ""'s""]",WRB,POS,Montenegro,NNP,GPE,LOC
Where is Glasgow ?,,,is,VBZ,be,where,be,"['where', 'be']",WRB,VBZ,Glasgow,NNP,PERSON,LOC
What North American city boasts the biggest Polish population ?,,,boasts,VBZ,boast,what,north,"['what', 'north']",WP,JJ,city,NN,,GPE
"What radio , TV and movie character did Jackie Gleason and William Bendix play ?",,,play,VB,play,what,radio,"['what', 'radio']",WDT,NN,radio Gleason,NNP,PERSON,PERSON
"Where is it planned to berth the merchant ship , Lane Victory , which Merchant Marine veterans are converting into a floating museum ?",,,planned,VBN,plan,which,merchant,"['which', 'merchant']",WDT,VBP,veterans,NNS,,LOC
What is Maurizio Pellegrin 's age ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,age,NN,,DATE
How many thousands of students attend the University of Massachusetts ?,,,attend,VBP,attend,how,many,"['how', 'many']",WRB,JJ,thousands,NNS,CARDINAL,CARDINAL
Name the U.S. Senate majority leader and the Speaker of the House .,,,Name,VB,name,,,[],,,,,,PERSON
What name did football 's New York Titans adopt in 1963 ?,,,adopt,VBP,adopt,what,name,"['what', 'name']",WDT,NN,name Titans,NNPS,NORP,ORG
What female suspect in the game of Clue is single ?,,,is,VBZ,be,what,female,"['what', 'female']",WDT,JJ,suspect,NN,,PERSON
Who owns CNN ?,,,owns,VBZ,own,who,own,"['who', 'own']",WP,VBZ,Who,WP,,PERSON
About how many Americans are still unaccounted for from the Vietnam war ?,,,About,IN,about,how,many,"['how', 'many']",WRB,JJ,Americans,NNPS,NORP,CARDINAL
What is the chemical reactivity of neon ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,reactivity,NN,,CARDINAL
What is the oldest website on the Internet ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,website,NN,,LOC
What newspaper returned a Pulitzer Prize for the fraudulent story Jimmy 's World ?,,,returned,VBD,return,what,newspaper,"['what', 'newspaper']",WP,NN,newspaper,NN,,WORK_OF_ART
What was Hitler 's favorite movie ?,,,was,VBD,be,what,be,"['what', 'be']",WP,VBD,movie,NN,,WORK_OF_ART
"What member of The Little Rascals has an on-again , off-again sweetheart in Darla Hood ?",,,has,VBZ,have,what,member,"['what', 'member']",WP,NN,member,NN,,PERSON
"What incident of 1933 did the German Nazis use to justify emergency decrees , imprisoning opponents and vesting more power in themselves ?",,,use,VBP,use,what,incident,"['what', 'incident']",WDT,NN,Nazis,NNPS,NORP,EVENT
What country are you visiting if you land at President Duvalier Airport ?,,,visiting,VBG,visit,what,country,"['what', 'country']",WP,NN,you you,PRP,,GPE
What attorney-general ordered the closing of Alcatraz ?,,,ordered,VBD,order,what,attorney,"['what', 'attorney']",WP,NN,general,NN,,PERSON
What is the capital of Congo ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,capital,NN,,GPE
What is a country that starts with the letter x ?,,,is,VBZ,be,that,start,"['that', 'start']",WDT,VBZ,country that x,NN,,GPE
What countries earn the most from tourism ?,,,earn,VBP,earn,what,country,"['what', 'country']",WDT,NNS,countries,NNS,,GPE
Which city in China has the largest number of foreign financial companies ?,,,has,VBZ,have,which,city,"['which', 'city']",WDT,NN,city,NN,,GPE
When are the Oscars Academy Awards in 1999 ?,,,are,VBP,be,when,be,"['when', 'be']",WRB,VBP,Awards,NNPS,ORG,DATE
Who was the prophet of the Jewish people ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,,,,PERSON
What is the most common name ?,,,is,VBZ,be,what,be,"['what', 'be']",WP,VBZ,name,NN,,PERSON
Who was the oldest U.S. president ?,,,was,VBD,be,who,be,"['who', 'be']",WP,VBD,Who,WP,,PERSON
When was Dubai 's first concrete house built ?,,,built,VBN,build,when,be,"['when', 'be']",WRB,VBD,house,NN,,DATE
What food did Marco Polo introduce into Italy from the court of Kubla Khan ?,,,introduce,NN,introduce,what,food,"['what', 'food']",WP,NN,Polo,NNP,ORG,PRODUCT
What diamond producer controls about 80% of the world 's diamonds ?,,,controls,VBZ,control,what,diamond,"['what', 'diamond']",WDT,NN,producer,NN,,ORG
Who is the prophet of the religion of Islam ?,,,is,VBZ,be,who,be,"['who', 'be']",WP,VBZ,,,,PERSON
Who portrayed Maggio in the film From Here to Eternity ?,,,portrayed,VBD,portray,who,portray,"['who', 'portray']",WP,VBD,Who,WP,,PERSON
Where are zebras most likely found ?,,,found,VBN,find,where,be,"['where', 'be']",WRB,VBP,zebras,NNS,,LOC
