question,q_word,q_pos,root,root_pos,root_lemma,wh_word,wh_head,wh_bigram,wh_pos,wh_head_pos,subj,subj_pos,subj_ner,label,o_label
Who portrayed Prewett in From Here to Eternity ?,,,portrayed,VBD,portray,Who,portrayed,"['Who', 'portrayed']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What was the sequel to The Pink Panther ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,sequel,NOUN,,ENTY:creation,WORK_OF_ART
How many people live in cities ?,,,live,VBP,live,How,people,"['How', 'people']",WRB,NOUN,people,NOUN,,NUM:count,QUANTITY
How high must a mountain be to be called a mountain ?,,,be,VB,be,How,must,"['How', 'must']",WRB,AUX,mountain,NOUN,,NUM:distance,QUANTITY
What Scottish poet penned To a Mouse and To a Louse ?,,,poet,NN,poet,What,poet,"['What', 'poet']",WP,NOUN,,,,HUM:identity,PERSON
What is the name of the inventor of silly putty ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,name,NOUN,,HUM:identity,PERSON
What ocean surrounds the Madeira Islands ?,,,surrounds,VBZ,surround,What,ocean,"['What', 'ocean']",WP,NOUN,ocean,NOUN,,LOC:other,LOC
What famous communist leader died in Mexico City ?,,,died,VBD,die,What,leader,"['What', 'leader']",WDT,NOUN,leader,NOUN,,HUM:identity,PERSON
What was John Steinbeck 's travelling companion Charley ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,companion,NOUN,,ENTY:other,
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?,,,are,VBP,be,that,occupy,"['that', 'occupy']",WDT,VERB,cities that,PRON,,LOC:city,LOC
How many mines can still be found in the Falklands after the war ended ?,,,found,VBN,find,How,mines,"['How', 'mines']",WRB,NOUN,war,NOUN,,NUM:count,QUANTITY
How can I get in touch with Michael Moore of `` Roger & Me '' ?,,,get,VB,get,How,can,"['How', 'can']",WRB,AUX,I,PRON,,DESC:manner,
How is ` qigong ' properly pronounced ?,,,pronounced,VBN,pronounce,How,is,"['How', 'is']",WRB,AUX,qigong,PROPN,,DESC:manner,
How many gallons of water go over Niagra Falls every second ?,,,go,VB,go,How,gallons,"['How', 'gallons']",WRB,NOUN,gallons,NOUN,,NUM:count,QUANTITY
What turns blue litmus paper red ?,,,turns,VBZ,turn,What,turns,"['What', 'turns']",WP,VERB,What red,NOUN,,ENTY:other,
Who was the first woman to run the mile in less than 4 36893 minutes ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
How many copies of an album must be sold for it to be a gold album ?,,,sold,VBN,sell,How,copies,"['How', 'copies']",WRB,NOUN,it,PRON,,NUM:count,QUANTITY
What is `` the soft drink for adults '' ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,drink,NOUN,,ENTY:food,PRODUCT
What is the only vegetable that starts with `` z '' ?,,,is,VBZ,be,that,starts,"['that', 'starts']",WDT,VERB,vegetable that,PRON,,ENTY:food,PRODUCT
What is a fear of machinery ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What fear,NOUN,,ENTY:disease,
Who awarded The Flying Fickle Finger of Fate ?,,,awarded,VBD,award,Who,awarded,"['Who', 'awarded']",WP,VERB,Who,PRON,,HUM:identity,PERSON
"In Sinclair Lewis ' `` Main Street , '' what was the name of the typical American town ?",,,was,VBD,be,what,was,"['what', 'was']",WP,AUX,name,NOUN,,LOC:city,LOC
What hide-and-seek game is played around a tin can ?,,,played,VBN,play,What,hide,"['What', 'hide']",WP,VERB,,,,ENTY:sport,
What is the largest city in Texas ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,city,NOUN,,LOC:city,LOC
"What future deer hunter portrayed Annie Hall 's neurotic brother , Duane ?",,,portrayed,VBD,portray,What,deer,"['What', 'deer']",WDT,NOUN,hunter,NOUN,,HUM:identity,PERSON
What drink is the best thirst-quencher ?,,,is,VBZ,be,What,drink,"['What', 'drink']",WDT,NOUN,,,,ENTY:food,PRODUCT
Where can I get a map of Prussia on the Internet ?,,,get,VB,get,Where,can,"['Where', 'can']",WRB,AUX,I,PRON,,LOC:other,LOC
What was the longest war in U.S. history ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,war,NOUN,,ENTY:event,EVENT
What is a `` node '' in computer terms ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What node,NOUN,,DESC:definition,
What are the five richest countries in the world ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,countries,NOUN,,LOC:country,LOC
Where is McCarren Airport ?,,,is,VBZ,be,Where,is,"['Where', 'is']",WRB,AUX,Airport,PROPN,FAC,LOC:other,LOC
What are the top boy names in the U.S. ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,names,NOUN,,HUM:identity,PERSON
How many tiles did the Space Shuttle Columbia lose on its second flight ?,,,lose,VB,lose,How,tiles,"['How', 'tiles']",WRB,NOUN,tiles Columbia,PROPN,,NUM:count,QUANTITY
How many teaspoons make up a tablespoon ?,,,make,VBP,make,How,teaspoons,"['How', 'teaspoons']",WRB,NOUN,teaspoons,NOUN,,NUM:count,QUANTITY
Who was the lyricist and who was the composer between Gilbert and Sullivan ?,,,was,VBD,be,who,was,"['who', 'was']",WP,AUX,who,PRON,,HUM:identity,PERSON
Who was the lawyer for Randy Craft ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
What is the origin of the word Marijuana ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin,NOUN,,DESC:description,
Who was the 3rd president of the United States ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,Who,PRON,,HUM:identity,PERSON
What organ contains the islands of Langerhans ?,,,contains,VBZ,contain,What,organ,"['What', 'organ']",WP,NOUN,organ,NOUN,,ENTY:body,
Name Dick Tracy 's two children .,,,children,NNS,child,,,[],,,,,,HUM:identity,PERSON
What is a fear of points ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What fear,NOUN,,ENTY:disease,
What fraction of a beaver 's life is spent swimming ?,,,spent,VBN,spend,What,fraction,"['What', 'fraction']",WDT,NOUN,,,,NUM:percentage,PERCENT
How can SQL queries be improved ?,,,improved,VBN,improve,How,can,"['How', 'can']",WRB,AUX,,,,DESC:manner,
What is the most radioactive food ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,food,NOUN,,ENTY:food,PRODUCT
What was the previous name for the Commonwealth ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,name,NOUN,,HUM:organization,ORG
How much will gas be taxed in California by the year 2000 ?,,,taxed,VBN,tax,How,will,"['How', 'will']",WRB,AUX,,,,NUM:money,MONEY
Who gave King Arthur the round table ?,,,gave,VBD,give,Who,gave,"['Who', 'gave']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What state in the United States covers the largest area ?,,,covers,VBZ,cover,What,state,"['What', 'state']",WDT,NOUN,state,NOUN,,LOC:state,LOC
How do you make a computer chip ?,,,make,VB,make,How,do,"['How', 'do']",WRB,AUX,you,PRON,,DESC:manner,
Who became president of the U.S. in 1789 ?,,,became,VBD,become,Who,became,"['Who', 'became']",WP,VERB,Who,PRON,,HUM:identity,PERSON
Who wrote `` The Scarlet Letter '' ?,,,wrote,VBD,write,Who,wrote,"['Who', 'wrote']",WP,VERB,Who,PRON,,HUM:identity,PERSON
Who did Sara Jane Moore try to assassinate ?,,,try,VB,try,Who,did,"['Who', 'did']",WP,AUX,Who Moore,PROPN,PERSON,HUM:identity,PERSON
What is Linux ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,Linux,PROPN,PERSON,DESC:definition,
How many dots make up the symbol for `` because '' ?,,,make,VBP,make,How,dots,"['How', 'dots']",WRB,NOUN,dots,NOUN,,NUM:count,QUANTITY
What title did Shevardnadze have during the Soviet era ?,,,have,VB,have,What,title,"['What', 'title']",WDT,NOUN,Shevardnadze,PROPN,PERSON,HUM:title,
What did the pyramid-builders of Egypt mainly eat ?,,,eat,VB,eat,What,did,"['What', 'did']",WP,AUX,builders,NOUN,,ENTY:food,PRODUCT
What 's the international radio code word for the letter F ?,,,'s,VBZ,be,What,'s,"['What', ""'s""]",WP,AUX,word,NOUN,,ENTY:word,
What are the 28 tenses in the English language ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,tenses,NOUN,,ENTY:other,
Which king signed the Magna Carta ?,,,signed,VBD,sign,Which,king,"['Which', 'king']",WDT,NOUN,king,NOUN,,HUM:identity,PERSON
What software offers inventors use of CAD-like design ?,,,offers,VBZ,offer,What,software,"['What', 'software']",WDT,NOUN,software,NOUN,,ENTY:creation,WORK_OF_ART
What is agent orange ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,orange,ADJ,,DESC:definition,
Name the child left on a doorstep at the beginning of Gasoline Alley .,,,left,VBN,leave,,,[],,,Name,VERB,,HUM:identity,PERSON
How many zip codes are there in the U.S. ?,,,are,VBP,be,How,zip,"['How', 'zip']",WRB,NOUN,codes,NOUN,,NUM:count,QUANTITY
"In Beetle Bailey , can you name Sarge 's dog ?",,,name,VB,name,,,[],,,you,PRON,,ENTY:animal,
Why shouldn 't you remove a bee stinger with tweezers ?,,,remove,VBP,remove,Why,shouldn,"['Why', 'shouldn']",WRB,VERB,you,PRON,,DESC:reason,
Which college did Dikembe Mutombo play basketball for ?,,,play,VBP,play,Which,college,"['Which', 'college']",WDT,NOUN,Mutombo,PROPN,ORG,HUM:organization,ORG
Why did Europeans first come to Australia and Oceania ?,,,come,VB,come,Why,did,"['Why', 'did']",WRB,AUX,Europeans,PROPN,NORP,DESC:reason,
What did the Confederate Constitution say about slavery ?,,,say,VB,say,What,did,"['What', 'did']",WP,AUX,Constitution,PROPN,LAW,DESC:description,
How long does it take the Milky Way Galaxy to make one revolution ?,,,take,VB,take,How,does,"['How', 'does']",WRB,AUX,it,PRON,,NUM:period,TIME
How many people own pets ?,,,own,VBP,own,How,people,"['How', 'people']",WRB,NOUN,people,NOUN,,NUM:count,QUANTITY
What web sites are linked to the Report on Genesis Eldercare ?,,,linked,VBN,link,What,web,"['What', 'web']",WP,NOUN,,,,LOC:other,LOC
What is a fear of lice ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What fear,NOUN,,ENTY:disease,
How long does it take different materials to decompose ?,,,take,VB,take,How,does,"['How', 'does']",WRB,AUX,it,PRON,,NUM:period,TIME
How many colors are there in a rainbow ?,,,are,VBP,be,How,colors,"['How', 'colors']",WRB,NOUN,,,,NUM:count,QUANTITY
What was Darth Vader 's son named ?,,,was,VBD,be,What,was,"['What', 'was']",WP,AUX,son,NOUN,,HUM:identity,PERSON
What problems contributed to the high failure rate of Plains farmers in the 1800s ?,,,contributed,VBD,contribute,What,problems,"['What', 'problems']",WDT,NOUN,problems,NOUN,,DESC:reason,
What British female pop singing star of the 1960s and early 1970s was a child actress in the 1940s and '50s ?,,,was,VBD,be,What,pop,"['What', 'pop']",WP,NOUN,star,NOUN,,HUM:identity,PERSON
Where is McCarren Airport located ?,,,located,VBN,locate,Where,is,"['Where', 'is']",WRB,AUX,Airport,PROPN,FAC,LOC:other,LOC
How effective are condoms in protecting against AIDS ?,,,are,VBP,be,How,are,"['How', 'are']",WRB,AUX,condoms,NOUN,,DESC:manner,
"What part of Britain comprises the Highlands , Central Lowlands , and Southern Uplands ?",,,comprises,VBZ,comprise,What,part,"['What', 'part']",WDT,NOUN,part,NOUN,,LOC:other,LOC
How many Marx Brothers were there ?,,,were,VBD,be,How,were,"['How', 'were']",WRB,AUX,Brothers,PROPN,ORG,NUM:count,QUANTITY
How tall is the Matterhorn ?,,,is,VBZ,be,How,is,"['How', 'is']",WRB,AUX,Matterhorn,PROPN,,NUM:distance,QUANTITY
What country is proud to claim Volcano National Park ?,,,is,VBZ,be,What,country,"['What', 'country']",WP,NOUN,country,NOUN,,LOC:country,LOC
When was Babe Ruth born ?,,,born,VBN,bear,When,was,"['When', 'was']",WRB,AUX,Ruth,PROPN,PERSON,NUM:date,DATE
Who portrayed Field Marshal Erwin Rommel in The Desert Fox ?,,,portrayed,VBD,portray,Who,portrayed,"['Who', 'portrayed']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What TV quiz show left the air in 1975 to the tune of Vera Lynn 's We 'll Meet Again ?,,,left,VBD,leave,What,TV,"['What', 'TV']",WDT,NOUN,show,NOUN,,ENTY:creation,WORK_OF_ART
What direction do most baseball pitchers pitch toward ?,,,pitch,VBP,pitch,What,direction,"['What', 'direction']",WDT,NOUN,pitchers,NOUN,,LOC:other,LOC
How many Beanie Baby sites are there ?,,,are,VBP,be,How,sites,"['How', 'sites']",WRB,NOUN,sites,NOUN,,NUM:count,QUANTITY
How can I call a friend in another country when I do not know the telephone number ?,,,call,VB,call,when,do,"['when', 'do']",WRB,AUX,I I,PRON,,DESC:manner,
What is 55 times sweeter than cane sugar ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,ENTY:food,PRODUCT
Where are diamonds mined ?,,,mined,VBN,mine,Where,are,"['Where', 'are']",WRB,AUX,,,,LOC:other,LOC
How do they get Teflon to stick to the pan ?,,,get,VB,get,How,do,"['How', 'do']",WRB,AUX,they Teflon,PROPN,GPE,DESC:manner,
How much money did the Marcos steal from their country ?,,,steal,VB,steal,How,money,"['How', 'money']",WRB,NOUN,Marcos,PROPN,PERSON,NUM:money,MONEY
Who makes the `` cross-your-heart bra '' ?,,,makes,VBZ,make,Who,makes,"['Who', 'makes']",WP,VERB,Who,PRON,,HUM:identity,PERSON
Who is Archie Bunker 's son-in-law ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
What company produces Spumante ?,,,produces,VBZ,produce,What,company,"['What', 'company']",WDT,NOUN,company,NOUN,,HUM:organization,ORG
What is the origin of music ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,origin,NOUN,,DESC:description,
What does `` B.Y.O.B. '' mean ?,,,mean,VB,mean,What,does,"['What', 'does']",WP,AUX,B.Y.O.B.,PROPN,,ABBR:explanation,
What major airline has the best safety record in the world ?,,,has,VBZ,have,What,airline,"['What', 'airline']",WDT,NOUN,airline,NOUN,,HUM:organization,ORG
What President became Chief Justice after his presidency ?,,,became,VBD,become,What,became,"['What', 'became']",WP,VERB,President,PROPN,,HUM:identity,PERSON
How many innings constitute an official baseball game ?,,,constitute,VBP,constitute,How,innings,"['How', 'innings']",WRB,NOUN,innings,NOUN,,NUM:count,QUANTITY
What city has a newspaper called The Plain Dealer ?,,,has,VBZ,have,What,city,"['What', 'city']",WDT,NOUN,city,NOUN,,LOC:city,LOC
What U.S. state boasts Leif Ericson Park ?,,,boasts,VBZ,boast,What,state,"['What', 'state']",WP,NOUN,state,NOUN,,LOC:state,LOC
How many flavors does Baskin & Robbins offer ?,,,offer,NN,offer,How,flavors,"['How', 'flavors']",WRB,NOUN,flavors Baskin,PROPN,ORG,NUM:count,QUANTITY
Who was chief engineer of the Starship Enterprise ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,Who,PRON,,HUM:identity,PERSON
How does crosstalk relate to InSb thickness in infrared detectors ?,,,relate,VB,relate,How,does,"['How', 'does']",WRB,AUX,crosstalk,VERB,,DESC:manner,
What mayor made so many TV appearances he was asked to join AFTRA in 1984 ?,,,made,VBD,make,What,mayor,"['What', 'mayor']",WP,NOUN,mayor,NOUN,,HUM:identity,PERSON
Which type of submarine was bought recently by South Korea ?,,,bought,VBN,buy,Which,type,"['Which', 'type']",WDT,NOUN,,,,ENTY:vehicle,PRODUCT
How much in miles is a ten K run ?,,,is,VBZ,be,How,miles,"['How', 'miles']",WRB,NOUN,run,NOUN,,NUM:count,QUANTITY
When was Beethoven born ?,,,born,VBN,bear,When,was,"['When', 'was']",WRB,AUX,,,,NUM:date,DATE
Who is the most sexy celebrity ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
What detective lives on Punchbowl Hill and has 11 children ?,,,lives,VBZ,live,What,detective,"['What', 'detective']",WP,NOUN,detective,NOUN,,HUM:identity,PERSON
Where did the ukulele originate ?,,,originate,VB,originate,Where,did,"['Where', 'did']",WRB,AUX,,,,LOC:other,LOC
Rotary engines used to be made by whom ?,,,used,VBD,use,whom,?,"['whom', '?']",WP,PUNCT,engines,NOUN,,HUM:identity,PERSON
What does seccession mean ?,,,mean,VB,mean,What,does,"['What', 'does']",WP,AUX,seccession,NOUN,,DESC:definition,
Who portrayed the title character in the film The Day of the Jackal ?,,,portrayed,VBD,portray,Who,portrayed,"['Who', 'portrayed']",WP,VERB,Who,PRON,,HUM:identity,PERSON
What is the name of the gulf between Sweden and Finland ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,name,NOUN,,LOC:other,LOC
Who was the first X-Man to die in battle ?,,,was,VBD,be,Who,was,"['Who', 'was']",WP,AUX,,,,HUM:identity,PERSON
What will the weather be today ?,,,be,VB,be,What,will,"['What', 'will']",WP,AUX,weather,NOUN,,DESC:description,
Who is the President of Ghana ?,,,is,VBZ,be,Who,is,"['Who', 'is']",WP,AUX,,,,HUM:identity,PERSON
Which sex is denied voting rights in Kuwait ?,,,denied,VBN,deny,Which,sex,"['Which', 'sex']",WDT,NOUN,,,,ENTY:other,
What two countries is Andorra nestled between ?,,,nestled,VBN,nestle,What,countries,"['What', 'countries']",WP,NOUN,countries Andorra,PROPN,PERSON,LOC:country,LOC
How long ago was the Roe vs. Wade decision by the Supreme Court ?,,,was,VBD,be,How,was,"['How', 'was']",WRB,AUX,decision,NOUN,,NUM:period,TIME
What terrorist group was headed by Donald DeFreeze ?,,,headed,VBN,head,What,group,"['What', 'group']",WDT,NOUN,,,,HUM:organization,ORG
What are the four largest mountain ranges in the continental United States ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,ranges,NOUN,,LOC:mountain,LOC
What is the size of the student body at the University of Massachusetts in Amherst ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,size,NOUN,,NUM:other,CARDINAL
How can I determine the radius of an ellipse ?,,,determine,VB,determine,How,can,"['How', 'can']",WRB,AUX,I,PRON,,DESC:manner,
Who starred in the movie The War of the Worlds ?,,,starred,VBD,star,Who,starred,"['Who', 'starred']",WP,VERB,Who,PRON,,HUM:identity,PERSON
How many different kinds of ice cream are there ?,,,are,VBP,be,How,kinds,"['How', 'kinds']",WRB,NOUN,kinds,NOUN,,NUM:count,QUANTITY
"What actor , who had greatest fame on TV , became the father of triplets ?",,,became,VBD,become,who,had,"['who', 'had']",WP,AUX,actor who,PRON,,HUM:identity,PERSON
What is the Homelite Inc. home page ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,page,NOUN,,LOC:other,LOC
What is the Golden Rule ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,Rule,PROPN,EVENT,DESC:definition,
What is a movie that Kevin Costner made about Sioux Indians ?,,,is,VBZ,be,that,made,"['that', 'made']",WDT,VERB,movie Costner,PROPN,PERSON,ENTY:creation,WORK_OF_ART
What were millions of kids wearing on their heads in 1955 ?,,,were,VBD,be,What,were,"['What', 'were']",WP,AUX,millions,NOUN,CARDINAL,ENTY:other,
How does color affect a person psychologically ?,,,affect,VB,affect,How,does,"['How', 'does']",WRB,AUX,color,NOUN,,DESC:manner,
What is Columbia Tristar 's phone number ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,number,NOUN,,NUM:code,CARDINAL
What type of animal is the easiest kept pet there is ?,,,is,VBZ,be,What,type,"['What', 'type']",WDT,NOUN,,,,ENTY:animal,
What is sound ?,,,is,VBZ,be,What,is,"['What', 'is']",WP,AUX,What,PRON,,DESC:definition,
"What was the name of the horse that fell on Queen Elizabeth , Prince Albert 's wife ?",,,was,VBD,be,that,fell,"['that', 'fell']",WDT,VERB,name that,PRON,,ENTY:animal,
What are the current immigration laws in US ?,,,are,VBP,be,What,are,"['What', 'are']",WP,AUX,laws,NOUN,,DESC:description,
What were the five opening words on Ben Casey ?,,,were,VBD,be,What,were,"['What', 'were']",WP,AUX,words,NOUN,,ENTY:word,
Why does it say on children 's cough syrup not to drive while using this medication ?,,,say,VB,say,Why,does,"['Why', 'does']",WRB,AUX,it,PRON,,DESC:reason,
What hair color can I use to just cover a little gray ?,,,use,VB,use,What,hair,"['What', 'hair']",WDT,NOUN,I,PRON,,ENTY:color,
Where was Tesla born ?,,,born,VBN,bear,Where,was,"['Where', 'was']",WRB,AUX,,,,LOC:other,LOC
